,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent
15391,Layup Shot,Layup,149,20500412,34.0443,0,0,-118.2698,7,2,0,2005-06,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/28/2005,MEM
15392,Driving Layup Shot,Layup,251,20500480,34.0443,0,0,-118.2698,0,2,0,2005-06,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/7/2006,LAC
15393,Jump Shot,Jump Shot,464,20800417,33.8583,125,186,-118.1448,4,4,0,2008-09,45,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/23/2008,NOH
15394,Driving Layup Shot,Layup,9,20000710,34.0443,0,0,-118.2698,10,1,0,2000-01,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/13/2001,NJN
15395,Jump Shot,Jump Shot,320,20300251,33.9293,217,115,-118.0528,0,3,0,2003-04,28,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/3/2003,SAS
15396,Alley Oop Dunk Shot,Dunk,262,21100015,34.0303,24,14,-118.2458,10,3,0,2011-12,33,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/26/2011,SAC
15397,Jump Shot,Jump Shot,89,20900437,33.9433,135,101,-118.1348,1,1,0,2009-10,59,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/26/2009,SAC
15398,Jump Shot,Jump Shot,133,40300235,33.9493,166,95,-118.1038,7,2,1,2003-04,26,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/13/2004,SAS
15399,Jump Shot,Jump Shot,542,40900407,33.7833,10,261,-118.2598,0,4,1,2009-10,28,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,6/17/2010,BOS
15400,Driving Layup Shot,Layup,200,21501228,34.0493,6,-5,-118.2638,4,2,0,2015-16,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/13/2016,UTA
15401,Jump Shot,Jump Shot,180,20500741,33.8883,194,156,-118.0758,5,2,0,2005-06,2,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/11/2006,MEM
15402,Layup Shot,Layup,310,20200917,34.0443,0,0,-118.2698,3,3,0,2002-03,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/11/2003,CHI
15403,Jump Shot,Jump Shot,419,20201093,33.8013,10,243,-118.2598,5,4,0,2002-03,48,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/4/2003,MEM
15404,Alley Oop Layup shot,Layup,325,20000198,34.0233,-56,21,-118.3258,2,3,0,2000-01,15,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/27/2000,LAC
15405,Jump Shot,Jump Shot,460,40900403,33.8873,-149,157,-118.4188,1,4,1,2009-10,12,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,6/8/2010,BOS
15406,Jump Shot,Jump Shot,66,20500709,33.7763,57,268,-118.2128,3,1,0,2005-06,43,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/7/2006,DAL
15407,Layup Shot,Layup,261,41000232,34.0303,10,14,-118.2598,11,3,1,2010-11,45,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/4/2011,DAL
15408,Jump Shot,Jump Shot,340,40500155,33.8123,156,232,-118.1138,0,3,1,2005-06,3,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/2/2006,PHX
15409,Layup Shot,Layup,270,49800042,34.0413,-1,3,-118.2708,6,3,1,1998-99,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/17/1999,SAS
15410,Jump Shot,Jump Shot,307,29800418,33.9813,149,63,-118.1208,4,3,0,1998-99,34,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/29/1999,VAN
15411,Layup Shot,Layup,202,20000280,34.0443,0,0,-118.2698,3,2,0,2000-01,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/8/2000,SEA
15412,Jump Shot,Jump Shot,44,20600311,33.9213,146,123,-118.1238,6,1,0,2006-07,35,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/12/2006,HOU
15413,Jump Shot,Jump Shot,486,20201093,33.8863,-136,158,-118.4058,0,4,0,2002-03,0,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/4/2003,MEM
15414,Jump Shot,Jump Shot,16,40800401,34.0413,-168,3,-118.4378,9,1,1,2008-09,8,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,6/4/2009,ORL
15415,Jump Shot,Jump Shot,5,21200971,33.9293,136,115,-118.1338,11,1,0,2012-13,21,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/15/2013,IND
15416,Jump Shot,Jump Shot,31,21500201,33.8843,182,160,-118.0878,8,1,0,2015-16,46,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/22/2015,POR
15417,Jump Shot,Jump Shot,253,21000155,33.8853,67,159,-118.2028,11,3,0,2010-11,20,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/2010,MIL
15418,Jump Shot,Jump Shot,223,20600199,34.0683,190,-24,-118.0798,11,3,0,2006-07,40,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/26/2006,NJN
15419,Driving Layup Shot,Layup,287,20601202,34.0443,0,0,-118.2698,6,3,0,2006-07,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/15/2007,SEA
15420,Pullup Jump shot,Jump Shot,379,21200263,33.8903,100,154,-118.1698,0,3,0,2012-13,28,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/5/2012,NOH
15421,Jump Shot,Jump Shot,118,49900072,33.8563,-89,188,-118.3588,10,2,1,1999-00,4,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/28/2000,POR
15422,Jump Shot,Jump Shot,344,21400356,33.8173,121,227,-118.1488,5,3,0,2014-15,20,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/15/2014,IND
15423,Jump Shot,Jump Shot,377,20201176,33.8533,163,191,-118.1068,2,3,0,2002-03,57,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/15/2003,DEN
15424,Jump Shot,Jump Shot,256,20400954,33.9683,-94,76,-118.3638,11,3,0,2004-05,28,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/17/2005,MIA
15425,Jump Shot,Jump Shot,320,40200172,34.0573,-146,-13,-118.4158,2,3,1,2002-03,23,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/22/2003,MIN
15426,Jump Shot,Jump Shot,509,20800102,34.0143,-177,30,-118.4468,3,4,0,2008-09,53,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/11/2008,DAL
15427,Jump Shot,Jump Shot,366,21200807,34.0373,173,7,-118.0968,1,3,0,2012-13,19,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/20/2013,BOS
15428,Pullup Jump shot,Jump Shot,235,20800666,33.8933,65,151,-118.2048,10,3,0,2008-09,57,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/27/2009,CHA
15429,Jump Shot,Jump Shot,329,21200419,34.0033,-202,41,-118.4718,9,3,0,2012-13,28,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/26/2012,DEN
15430,Slam Dunk Shot,Dunk,216,20300318,34.0443,0,0,-118.2698,5,2,0,2003-04,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/12/2003,DAL
15431,Jump Shot,Jump Shot,339,20100468,33.9833,138,61,-118.1318,2,3,0,2001-02,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/6/2002,TOR
15432,Turnaround Jump Shot,Jump Shot,473,21100502,34.0103,-60,34,-118.3298,1,4,0,2011-12,45,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/23/2012,OKC
15433,Jump Shot,Jump Shot,499,21000702,34.0033,-5,41,-118.2748,1,4,0,2010-11,46,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/30/2011,BOS
15434,Layup Shot,Layup,530,21200280,34.0493,15,-5,-118.2548,4,4,0,2012-13,38,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/7/2012,OKC
15435,Jump Bank Shot,Jump Shot,107,20300831,34.0113,38,33,-118.2318,0,1,0,2003-04,39,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/25/2004,DEN
15436,Floating Jump shot,Jump Shot,402,20900448,33.9533,6,91,-118.2638,0,3,0,2009-10,45,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/28/2009,PHX
15437,Jump Shot,Jump Shot,28,20601144,33.8863,112,158,-118.1578,8,1,0,2006-07,32,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/8/2007,PHX
15438,Layup Shot,Layup,334,40100316,34.0443,0,0,-118.2698,2,3,1,2001-02,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/31/2002,SAC
15439,Turnaround Bank shot,Bank Shot,83,20700448,33.9653,113,79,-118.1568,4,1,0,2007-08,31,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/30/2007,BOS
15440,Dunk Shot,Dunk,477,20200651,34.0443,0,0,-118.2698,0,4,0,2002-03,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/29/2003,PHX
15441,Turnaround Fadeaway shot,Jump Shot,563,21200398,34.0383,-125,6,-118.3948,1,5,0,2012-13,20,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/22/2012,GSW
15442,Jump Bank Shot,Jump Shot,97,40500156,33.8063,151,238,-118.1188,0,1,1,2005-06,1,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/4/2006,PHX
15443,Jump Shot,Jump Shot,215,49600024,33.9563,71,88,-118.1988,2,2,1,1996-97,49,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,4/30/1997,POR
15444,Jump Shot,Jump Shot,431,21500342,33.9673,-1,77,-118.2708,6,4,0,2015-16,5,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/11/2015,SAS
15445,Jump Shot,Jump Shot,8,20200069,33.9243,-102,120,-118.3718,10,1,0,2002-03,54,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/7/2002,BOS
15446,Turnaround Jump Shot,Jump Shot,349,21400471,33.8743,-8,170,-118.2778,3,3,0,2014-15,31,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/30/2014,DEN
15447,Jump Shot,Jump Shot,346,20200530,34.0243,138,20,-118.1318,10,4,0,2002-03,53,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/12/2003,MIA
15448,Turnaround Jump Shot,Jump Shot,126,20600564,33.9193,-95,125,-118.3648,0,1,0,2006-07,25,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/15/2007,MIA
15449,Jump Shot,Jump Shot,181,29900496,33.9293,81,115,-118.1888,3,2,0,1999-00,42,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/12/2000,MIL
15450,Jump Shot,Jump Shot,25,21501153,33.8563,156,188,-118.1138,8,1,0,2015-16,25,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/3/2016,BOS
15451,Jump Shot,Jump Shot,132,29701106,33.8453,-44,199,-118.3138,11,2,0,1997-98,46,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/8/1998,VAN
15452,Jump Shot,Jump Shot,25,20200820,34.0473,105,-3,-118.1648,9,1,0,2002-03,45,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/25/2003,LAC
15453,Dunk Shot,Dunk,301,29900934,34.0443,0,0,-118.2698,7,3,0,1999-00,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/17/2000,DET
15454,Driving Jump shot,Jump Shot,75,20800962,34.0043,87,40,-118.1828,4,1,0,2008-09,3,9,0,3PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/11/2009,HOU
15455,Layup Shot,Layup,257,20701043,34.0443,0,0,-118.2698,1,2,0,2007-08,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/23/2008,GSW
15456,Driving Layup Shot,Layup,319,29900440,34.0113,48,33,-118.2218,4,3,0,1999-00,15,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/4/2000,LAC
15457,Jump Shot,Jump Shot,20,20000981,33.9343,132,110,-118.1378,10,1,0,2000-01,24,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/21/2001,MIL
15458,Driving Reverse Layup Shot,Layup,292,21200256,34.0443,-24,0,-118.2938,0,2,0,2012-13,0,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/4/2012,HOU
15459,Jump Shot,Jump Shot,9,21201093,34.0383,-163,6,-118.4328,10,1,0,2012-13,52,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/30/2013,SAC
15460,Driving Finger Roll Shot,Layup,494,20300172,34.0443,0,0,-118.2698,1,4,0,2003-04,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/21/2003,CHI
15461,Alley Oop Dunk Shot,Dunk,17,20600212,34.0443,0,0,-118.2698,9,1,0,2006-07,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/2006,MIL
15462,Jump Shot,Jump Shot,263,20700713,33.8843,-71,160,-118.3408,7,3,0,2007-08,16,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/6/2008,ATL
15463,Jump Shot,Jump Shot,403,20600919,33.8523,212,192,-118.0578,4,4,0,2006-07,17,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/9/2007,PHI
15464,Layup Shot,Layup,503,20900413,34.0443,0,0,-118.2698,4,4,0,2009-10,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/22/2009,OKC
15465,Jump Shot,Jump Shot,73,20701027,33.8063,-66,238,-118.3358,3,1,0,2007-08,3,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/21/2008,SEA
15466,Jump Shot,Jump Shot,266,21000107,33.8273,-60,217,-118.3298,0,2,0,2010-11,2,22,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/9/2010,MIN
15467,Jump Shot,Jump Shot,267,20801092,33.8603,-166,184,-118.4358,0,2,0,2008-09,39,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/29/2009,ATL
15468,Jump Shot,Jump Shot,110,29600781,33.8523,110,192,-118.1598,10,2,0,1996-97,56,22,0,3PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/23/1997,NYK
15469,Jump Shot,Jump Shot,186,20600242,33.9473,-15,97,-118.2848,4,2,0,2006-07,22,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/2/2006,LAC
15470,Jump Shot,Jump Shot,196,20200223,33.9733,-20,71,-118.2898,3,2,0,2002-03,30,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/29/2002,MEM
15471,Jump Shot,Jump Shot,240,49800051,33.8823,-205,162,-118.4748,0,2,1,1998-99,51,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/22/1999,SAS
15472,Jump Shot,Jump Shot,51,20900556,34.0103,204,34,-118.0658,5,1,0,2009-10,20,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/12/2010,SAS
15473,Jump Shot,Jump Shot,201,40900234,33.9043,42,140,-118.2278,3,2,1,2009-10,29,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/10/2010,UTA
15474,Jump Shot,Jump Shot,361,20800015,34.0003,9,44,-118.2608,3,3,0,2008-09,20,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,10/29/2008,LAC
15475,Turnaround Jump Shot,Jump Shot,172,40100314,34.0023,-75,42,-118.3448,8,2,1,2001-02,41,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/26/2002,SAC
15476,Jump Shot,Jump Shot,427,20800417,34.0073,-158,37,-118.4278,8,4,0,2008-09,12,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/23/2008,NOH
15477,Turnaround Jump Shot,Jump Shot,424,20601118,33.9953,24,49,-118.2458,3,4,0,2006-07,32,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/4/2007,LAC
15478,Jump Shot,Jump Shot,410,20101164,34.0553,123,-11,-118.1468,5,4,0,2001-02,17,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/15/2002,SEA
15479,Running Jump Shot,Jump Shot,97,29700715,33.8843,-98,160,-118.3678,3,1,0,1997-98,10,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/13/1998,SEA
15480,Jump Shot,Jump Shot,288,20801201,33.7813,51,263,-118.2188,6,3,0,2008-09,8,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/12/2009,MEM
15481,Jump Shot,Jump Shot,116,21200539,33.8653,116,179,-118.1538,0,1,0,2012-13,49,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/11/2013,OKC
15482,Turnaround Jump Shot,Jump Shot,7,20100301,33.9623,1,82,-118.2688,10,1,0,2001-02,28,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/11/2001,SEA
15483,Jump Shot,Jump Shot,193,40500157,33.9573,184,87,-118.0858,0,2,1,2005-06,58,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/6/2006,PHX
15484,Running Bank shot,Bank Shot,294,20800884,34.0183,-76,26,-118.3458,10,3,0,2008-09,15,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,3/1/2009,PHX
15485,Jump Shot,Jump Shot,419,20500490,33.9263,89,118,-118.1808,5,4,0,2005-06,54,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/9/2006,IND
15486,Jump Shot,Jump Shot,199,20201136,33.8533,164,191,-118.1058,2,2,0,2002-03,38,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/10/2003,SAC
15487,Jump Shot,Jump Shot,398,20301145,34.0703,-123,-26,-118.3928,10,4,0,2003-04,9,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/9/2004,MEM
15488,Jump Shot,Jump Shot,195,20100012,33.9363,100,108,-118.1698,4,2,0,2001-02,18,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,10/30/2001,POR
15489,Reverse Layup Shot,Layup,312,21500435,34.0333,-16,11,-118.2858,6,3,0,2015-16,21,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/23/2015,OKC
15490,Layup Shot,Layup,154,20500045,34.0443,0,0,-118.2698,6,2,0,2005-06,41,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/2005,DEN
15491,Layup Shot,Layup,237,20700546,34.0443,0,0,-118.2698,10,3,0,2007-08,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/13/2008,MEM
15492,Jump Shot,Jump Shot,422,20500709,33.8653,-225,179,-118.4948,5,4,0,2005-06,10,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/7/2006,DAL
15493,Floating Jump shot,Jump Shot,280,21000999,33.9813,-5,63,-118.2748,9,3,0,2010-11,8,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/14/2011,ORL
15494,Driving Layup Shot,Layup,439,40700315,34.0443,0,0,-118.2698,1,4,1,2007-08,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/29/2008,SAS
15495,Jump Shot,Jump Shot,258,49900016,34.0393,179,5,-118.0908,9,3,1,1999-00,7,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/27/2000,SAC
15496,Jump Shot,Jump Shot,105,20101136,34.0573,83,-13,-118.1868,0,1,0,2001-02,37,8,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/11/2002,MIN
15497,Jump Shot,Jump Shot,274,20500471,33.8943,85,150,-118.1848,10,3,0,2005-06,20,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/6/2006,PHI
15498,Jump Shot,Jump Shot,79,20000206,33.8123,123,232,-118.1468,5,1,0,2000-01,0,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/28/2000,IND
15499,Tip Shot,Tip Shot,196,49800016,34.0443,0,0,-118.2698,2,2,1,1998-99,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/11/1999,HOU
15500,Turnaround Jump Shot,Jump Shot,271,41100235,34.0003,89,44,-118.1808,0,2,1,2011-12,50,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/21/2012,OKC
15501,Jump Shot,Jump Shot,300,40300234,33.9523,-195,92,-118.4648,4,3,1,2003-04,50,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/11/2004,SAS
15502,Jump Shot,Jump Shot,257,29800396,33.8283,149,216,-118.1208,10,3,0,1998-99,38,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/26/1999,SAC
15503,Layup Shot,Layup,187,29600439,34.0443,0,0,-118.2698,6,2,0,1996-97,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/3/1997,SAC
15504,Jump Shot,Jump Shot,261,20500930,34.0373,-87,7,-118.3568,9,3,0,2005-06,0,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/12/2006,SEA
15505,Pullup Jump shot,Jump Shot,11,20700679,33.9193,135,125,-118.1348,9,1,0,2007-08,51,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/1/2008,TOR
15506,Jump Shot,Jump Shot,53,40600154,33.8683,-179,176,-118.4488,5,1,1,2006-07,39,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/29/2007,PHX
15507,Jump Shot,Jump Shot,438,21400145,33.7903,-89,254,-118.3588,0,3,0,2014-15,2,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/16/2014,GSW
15508,Jump Shot,Jump Shot,86,21201053,34.0193,-149,25,-118.4188,1,1,0,2012-13,38,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/25/2013,GSW
15509,Jump Shot,Jump Shot,241,40600154,34.0343,-153,10,-118.4228,0,2,1,2006-07,51,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/29/2007,PHX
15510,Running Jump Shot,Jump Shot,78,29700673,33.9333,-113,111,-118.3828,3,1,0,1997-98,57,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/4/1998,POR
15511,Floating Jump shot,Jump Shot,274,40900311,33.9913,-10,53,-118.2798,10,3,1,2009-10,5,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/17/2010,PHX
15512,Driving Layup Shot,Layup,244,40600154,34.0443,0,0,-118.2698,0,2,1,2006-07,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/29/2007,PHX
15513,Driving Layup Shot,Layup,283,20401051,34.0443,0,0,-118.2698,8,3,0,2004-05,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/29/2005,NYK
15514,Driving Layup Shot,Layup,337,49900016,34.0443,0,0,-118.2698,3,3,1,1999-00,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/27/2000,SAC
15515,Jump Shot,Jump Shot,210,20500051,33.9073,110,137,-118.1598,5,2,0,2005-06,20,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/8/2005,ATL
15516,Layup Shot,Layup,281,40100162,34.0443,0,0,-118.2698,7,3,1,2001-02,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/25/2002,POR
15517,Jump Shot,Jump Shot,285,29901114,34.0003,130,44,-118.1398,9,3,0,1999-00,34,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/10/2000,SEA
15518,Turnaround Jump Shot,Jump Shot,77,20500888,33.9993,43,45,-118.2268,2,1,0,2005-06,7,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/6/2006,SAS
15519,Turnaround Jump Shot,Jump Shot,115,20101055,33.9193,85,125,-118.1848,0,1,0,2001-02,4,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/31/2002,SAS
15520,Jump Shot,Jump Shot,13,21100469,33.8503,-112,194,-118.3818,10,1,0,2011-12,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/19/2012,PHX
15521,Jump Shot,Jump Shot,88,40300235,34.0133,-33,31,-118.3028,0,1,1,2003-04,17,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/13/2004,SAS
15522,Jump Shot,Jump Shot,230,20301088,33.9193,49,125,-118.2208,0,2,0,2003-04,14,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/1/2004,HOU
15523,Jump Shot,Jump Shot,4,20800336,33.8633,17,181,-118.2528,11,1,0,2008-09,20,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/12/2008,SAC
15524,Pullup Jump shot,Jump Shot,482,21100297,33.9233,-52,121,-118.3218,1,4,0,2011-12,16,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/29/2012,MIN
15525,Jump Shot,Jump Shot,349,20200106,33.8153,120,229,-118.1498,0,3,0,2002-03,29,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/12/2002,ATL
15526,Jump Shot,Jump Shot,244,40100314,34.0253,91,19,-118.1788,2,2,1,2001-02,15,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/26/2002,SAC
15527,Jump Shot,Jump Shot,111,20200352,34.0533,153,-9,-118.1168,9,2,0,2002-03,31,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/17/2002,MIN
15528,Jump Shot,Jump Shot,403,20901066,33.9803,-71,64,-118.3408,8,4,0,2009-10,28,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,3/24/2010,SAS
15529,Jump Shot,Jump Shot,327,20601174,33.8613,-95,183,-118.3648,5,3,0,2006-07,11,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/12/2007,LAC
